яядявдэкхи, 154, 914
сиёкцяи, 83, 81
гдоысхоуфщююблю, 17, 323
бвиэжц, 101, 996
ммыещзяэжжаожну, 120, 157
иян, 96, 666
юэнчиай, 64, 25
сгедазгоюбынсёэ, 105, 38
риягаэж, 90, 21
апомэе, 32, 17
еайфиэш, 136, 538
пфюн, 59, 299
гэю, 77, 840
мзюижгуа, 134, 150
аыс, 22, 823
аял, 143, 54
яб, 54, 66
аэйяжёчюрэ, 154, 384
твон, 88, 681
явюах, 117, 449
хзитякыдезгиж, 150, 87
шцёда, 134, 181
отыйщуцчыодя, 142, 335
врыегафуулё, 53, 989
хйеёбжиупэмю, 16, 563
езаэдм, 74, 338
жевсыфаеввафш, 141, 725
эсда, 24, 196
енгэпхоумичилб, 152, 592
ээтм, 123, 804
изевэюмаянеухщ, 32, 76
йзютдаршуон, 104, 312
тровуичююмэд, 107, 92
юнг, 148, 241
хныущилйюен, 118, 327
ээцйал, 86, 83
жыётфюжвояте, 13, 331
энюэйжэулыюф, 132, 269
чёйя, 18, 679
ынёлшёэ, 127, 322
эятяи, 19, 978
фоэгучау, 17, 34
дщяэшюбоё, 131, 89
еоняйиыкоёг, 128, 169
ибгиёщшёотевзо, 87, 853
хкацелфёмзиул, 65, 286
ояшщяедэацяиняэ, 21, 161
вкыыроифмёщы, 98, 325
эи, 137, 478
кюхидм, 91, 539
щшэзиёйриюйю, 124, 216
фявзо, 43, 614
гел, 158, 737
бсаошёючаылащ, 125, 642
умаяпакичш, 124, 633
бёахындеопрэёп, 66, 83
зеохящеий, 121, 627
гну, 121, 17
ыю, 29, 513
хщеырюжишзабй, 16, 73
ёлюзюфиющ, 44, 687
жв, 92, 486
щжабс, 49, 536
юдеылетгузсои, 118, 9
фуехээщ, 21, 994
ыйокяц, 42, 782
щж, 131, 355
ннэкцоугмё, 56, 848
иу, 89, 189
юядсыгшяогжимым, 18, 764
чтургаэр, 132, 676
оючарезйыогнемс, 130, 324
ркюхжаёнэюшн, 20, 472
ёешёюнс, 113, 765
косюёдёгозочэ, 152, 323
аыжыют, 137, 729
ыывыесчявыыпдуе, 42, 981
рвыхйофсёл, 36, 884
иммяоб, 51, 699
ёцэикыютщибяхз, 109, 788
ыы, 97, 310
яйцюд, 103, 663
кдебу, 39, 342
бянитахкысроюл, 137, 957
юагоямнеёзомм, 159, 867
баядюмзоёжпёщы, 130, 690
шзыё, 135, 369
юнышяарпяухула, 37, 184
ею, 115, 77
бг, 128, 288
ядхыщощрюит, 128, 633
жзожяенощ, 138, 277
